,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
10,data entry clerk,,"June 10, 2024",Not specified,,,"June 10, 2024",Progressive Medical Development,Winnipeg (MB),Salary not available,9316855104,https://ca.indeed.com/viewjob?jk=79b19aaac5e22be5&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB",Not available,Not specified,Starts as soon as possible,1 vacancy,indeed.com #9316855104,Not specified
11,data entry clerk,,"May 16, 2024",Not specified,,,"May 16, 2024",Nurses & Company,Toronto (ON),Salary: $18.14 to $19.13 hourly,9282650699,https://ca.indeed.com/viewjob?jk=40bbcfeec1c989dc&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",$ 18.14 to $ 19.13 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9282650699,Not specified
12,data entry operator,,"May 25, 2024",Not specified,,,"May 25, 2024",Watchdog Management,Vancouver (BC),Salary: $18.75 to $30.30 hourly,9294231479,https://ca.indeed.com/viewjob?jk=530033ee7f5098b1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",$ 18.75 to $ 30.30 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9294231479,Not specified
13,data entry clerk,Title posted on Jobillico -Data entry student summer position _ Eurofins Enviro-Works,"May 28, 2024",2024-06-26,,,"May 28, 2024",Eurofins,Edmonton (AB),Salary not available,13506354,https://www.jobillico.com/en/job-offer/eurofins/data-entry-student-summer-position-eurofins-enviro-works/13506354?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Part time,Starts as soon as possible,1 vacancy,Jobillico #13506354,Not specified
14,data entry clerk,Title posted on Jobillico -Data entry summer position _ Eurofins Enviro-Works,"May 26, 2024",2024-06-24,,,"May 26, 2024",Eurofins,Edmonton (AB),Salary not available,13492557,https://www.jobillico.com/en/job-offer/eurofins/data-entry-summer-position-eurofins-enviro-works/13492557?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13492557,Not specified
15,data entry clerk,,"April 05, 2024",2024-06-26,Job Bank,This job posting is advertised by a recruitment agency on behalf of the employer.,"April 05, 2024",Hire Hub Placement Agency,Edmonton (AB),Salary: $24.04 hourly,2868300,,"{'Language Requirement': 'English', 'Experience Requirement': '7 months to less than 1 year', 'Benefits': []}","Edmonton , AB",$ 24.04 HOUR hourly / 30 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2868300,Permanent placement opportunity
16,data entry clerk,,"March 21, 2024",2024-06-16,Job Bank,This job posting is advertised by a recruitment agency on behalf of the employer.,"March 21, 2024",Swift Connect INC,North Vancouver (BC),"Salary: $55,000.00 annually",2846933,,"{'Language Requirement': 'English', 'Experience Requirement': '1 to less than 7 months', 'Benefits': []}","North Vancouver , BC","$ 55,000 YEAR annually / 40 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2846933,Permanent placement opportunity
17,data entry clerk,,"June 02, 2024",Not specified,,,"June 02, 2024",MobileConnect Canada,Fredericton (NB),Salary: $20.00 to $22.00 hourly,9305437375,https://ca.indeed.com/viewjob?jk=cccc43d7a2b7c854&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Fredericton , NB",$ 20.00 to $ 22.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9305437375,Not specified
18,data entry clerk,Title posted on Jobboom -Data Typist for Quebec Insights,"May 28, 2024",2024-06-26,,,"May 28, 2024",MNCV,Québec (QC),Salary: $35.00 daily,3120718,https://www.jobboom.com/en/job-offer/data-typist-for-quebec-insights_mncv_p3120718,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",$ 35.00 DAY daily,Term or contract Full time,Starts as soon as possible,1 vacancy,Jobboom #3120718,Not specified
19,data entry clerk,Title posted on Jobboom -Entry-Level Data Typist for Montreal Insights,"May 28, 2024",2024-06-26,,,"May 28, 2024",MNCV,Montréal (QC),Salary: $35.00 daily,3120712,https://www.jobboom.com/en/job-offer/entry-level-data-typist-for-montreal-insights_mncv_p3120712,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",$ 35.00 DAY daily,Term or contract Full time,Starts as soon as possible,1 vacancy,Jobboom #3120712,Not specified
20,data entry operator,,"May 25, 2024",Not specified,,,"May 25, 2024",Watchdog Management,Vancouver (BC),Salary: $18.75 to $30.30 hourly,9294231479,https://ca.indeed.com/viewjob?jk=530033ee7f5098b1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",$ 18.75 to $ 30.30 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9294231479,Not specified
21,data entry clerk,Title posted on Jobillico -Commis à l'entrée de donnée,"June 07, 2024",2024-07-06,,,"June 07, 2024",Transport Bourret inc,Drummondville (QC),Salary: $19.00 hourly,3733445,https://www.jobillico.com/en/job-offer/transport-bourret-inc/commis-a-l-entree-de-donnee/3733445?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Drummondville , QC",$ 19.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,2,Jobillico #3733445,Not specified
22,data entry clerk,Title posted on indeed.com -Commis saisie des données - Tôt matin,"May 31, 2024",Not specified,,,"May 31, 2024",UPS CANADA,Blainville (QC),Salary: $17.30 hourly,9303155038,https://ca.indeed.com/viewjob?jk=b726f71f4c63f97c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Blainville , QC",$ 17.30 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9303155038,Not specified
23,data entry clerk,Title posted on Jobillico -Commis intégrité de données,"June 08, 2024",2024-07-07,,,"June 08, 2024",Val-Mont,Boucherville (QC),Salary not available,12997563,https://www.jobillico.com/en/job-offer/val-mont/commis-integrite-de-donnees/12997563?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Boucherville , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #12997563,Not specified
24,data entry clerk,Title posted on JobsMedia.ca -Agent.e à la saisie de données - 3 mois + (SU),"June 11, 2024",2024-07-11,,,"June 11, 2024",TOTEM recruteur de talent,Montréal (QC),Salary not available,104656,https://emploisadmin.com/fr/offre/agente-a-la-saisie-de-donnees-3-mois-su/104656?utm_campaign=jobbank_jobs_apply&utm_source=jobbank_jobs_apply&utm_medium=organic,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as 2024-07-11,1 vacancy,JobsMedia.ca #104656,Not specified
25,data entry clerk,,"May 31, 2024",2024-06-30,,,"May 31, 2024",LE GROUPE CONSEIL INTEGRIM INC,Montréal (QC),Salary: $18.00 hourly,446114,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446114,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",$ 18.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as 2024-07-11,2,Québec emploi #446114,Not specified
26,data entry clerk,,"May 27, 2024",2024-07-08,,,"May 27, 2024",ABRIMEX,Drummondville (QC),Salary: $800.00 biweekly,445266,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=445266,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Drummondville , QC",$ 800 BIWEEKLY bi-weekly / 35 hours per week,Term or contract Full time,Starts as soon as 2024-07-10,3,Québec emploi #445266,Not specified
27,data entry clerk,,"May 15, 2024",2024-07-06,,,"May 15, 2024",GPMMOM,Brossard (QC),Salary not available,679106000003177447,https://job-openings.monster.ca/commis-à-la-saisie-de-données-brossard-qc-ca-gpmmom/7c25ad65-d898-4389-a73a-2105e6ef49e7?mescoid=4300751001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brossard , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #679106000003177447,Not specified
28,payment entry clerk,Title posted on Jobillico -Commis entrée de données,"June 11, 2024",2024-07-10,,,"June 11, 2024",Robert Group,Boucherville (QC),Salary not available,13989387,https://www.jobillico.com/en/job-offer/robert-group/commis-entree-de-donnees/13989387?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Boucherville , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13989387,Not specified
29,supermarket meat clerk,Title posted on CareerBeacon -Clerk Meat-PT,"June 06, 2024",2024-07-05,,,"June 06, 2024",Thrifty Foods,Courtenay (BC),Salary not available,2070154,https://www.careerbeacon.com/en/job/2070154/thrifty-foods/clerk-meat-pt/courtenay?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Courtenay , BC",Not available,Part time,Starts as soon as possible,1 vacancy,CareerBeacon #2070154,Not specified
30,data processing verifier,Title posted on Jobillico -Agent - traitement de données,"May 31, 2024",2024-06-29,,,"May 31, 2024",MIRAGE,Saint-Georges (QC),Salary not available,13917852,https://www.jobillico.com/en/job-offer/mirage/agent-traitement-de-donnees/13917852?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Georges , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13917852,Not specified
31,salesperson - retail,Title posted on CareerBeacon -Clerk SSWCB-FT,"May 28, 2024",2024-06-26,,,"May 28, 2024",Sobeys Inc.,Canmore (AB),Salary not available,2062273,https://www.careerbeacon.com/en/job/2062273/sobeys-inc/clerk-sswcb-ft/canmore?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Canmore , AB",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2062273,Not specified
