,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
34,executive assistant,"May 31, 2024",2024-07-01,"May 31, 2024",Aplin,Dartmouth (NS),Salary not available,53169043,https://job-openings.monster.ca/executive-assistant-nova-scotia-ca-aplin/20f56aec-0a82-4527-b2e2-1ad042440611?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dartmouth , NS",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #53169043,Not specified
35,executive assistant,"June 11, 2024",2024-07-12,"June 11, 2024",Canadian National Railway Company,Montréal (QC),Salary not available,14003,https://job-openings.monster.ca/executive-assistant-departement-hr-montreal-qc-ca-canadian-national-railway-company/8e3546ca-831c-4afc-aba8-e137e173ce2b?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #14003,Not specified
36,executive assistant,"May 29, 2024",2024-06-29,"May 29, 2024",Next Level Group,Charlottetown (PE),Salary not available,HB9DK8CV,https://job-openings.monster.ca/executive-assistant-charlottetown-pe-ca-next-level-group/ef30ec73-929e-4f99-b732-0341531164d9?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Charlottetown , PE",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #HB9DK8CV,Not specified
37,executive assistant,"May 23, 2024",2024-06-23,"May 23, 2024",destinationone Consulting,Surrey (BC),Salary not available,440612000060282060,https://job-openings.monster.ca/executive-assistant-to-cgo-surrey-bc-ca-destinationone-consulting/5a1b5730-a1dc-4359-a869-93550247283c?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Surrey , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #440612000060282060,Not specified
38,executive assistant,"June 07, 2024",2024-07-08,"June 07, 2024",IIQAF,Cornwall (ON),Salary not available,174495,https://job-openings.monster.ca/executive-assistant-ontario-on-ca-iiqaf/53b486d1-1e8d-40ab-b42b-cdae39706d71?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cornwall , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #174495,Not specified
39,executive assistant,"May 27, 2024",2024-06-27,"May 27, 2024",Aplin,Vancouver (BC),Salary not available,53107620,https://job-openings.monster.ca/executive-assistant-vancouver-bc-ca-aplin/4f17390c-995d-4742-90f9-5dfa1d946322?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #53107620,Not specified
40,executive assistant,"May 18, 2024",Not specified,"May 18, 2024",Dawn Foods,Brampton (ON),Salary not available,1665285,https://www.careersinfood.com/executive-assistant-job-details-dawn-food-products-inc-job-1665285.htm,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brampton , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,CareersInFood.com #1665285,Not specified
41,executive assistant,"June 11, 2024",2024-07-10,"June 11, 2024",Mazars,Montréal (QC),Salary not available,13989432,https://www.jobillico.com/en/job-offer/mazars/executive-assistant/13989432?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13989432,Not specified
42,executive assistant,"June 04, 2024",Not specified,"June 04, 2024",Town of Vermilion,Vermilion (AB),"Salary: $62,832.00 to $70,677.00 annually",9308881601,https://ca.indeed.com/viewjob?jk=40e61913851db656&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vermilion , AB","$ 62,832 to $ 70,677 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9308881601,Not specified
43,executive assistant,"June 07, 2024",2024-06-15,"June 07, 2024",S3 GROUP LTD.,Swift Current (SK),Salary not available,1357924,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1357924,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Swift Current , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1357924,Not specified
44,executive assistant,"June 10, 2024",Not specified,"June 10, 2024",Nezul Be Hunuyeh Child & Family Services Society,Fort St. James (BC),Salary: $29.17 to $33.49 hourly,9317323062,https://ca.indeed.com/viewjob?jk=7e372937c8e48015&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Fort St. James , BC",$ 29.17 to $ 33.49 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9317323062,Not specified
45,executive assistant,"June 04, 2024",Not specified,"June 04, 2024",GINCOR Werx,Newmarket (ON),Salary not available,9308599448,https://ca.indeed.com/viewjob?jk=5382bace5f3427b2&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Newmarket , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9308599448,Not specified
46,executive assistant,"May 22, 2024",Not specified,"May 22, 2024",Tri-Proto International Capital & Trade,Vancouver (BC),Salary: $18.00 to $25.00 hourly,9290627170,https://ca.indeed.com/viewjob?jk=c5482f5ca6f3868b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",$ 18.00 to $ 25.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9290627170,Not specified
47,executive assistant,"June 01, 2024",2024-07-01,"June 01, 2024",Aplin,Vancouver (BC),Salary not available,53169618,https://job-openings.monster.ca/executive-assistant-vancouver-bc-ca-aplin/5b7a4288-6480-4da1-afe4-3844a01d5c6d?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #53169618,Not specified
48,executive assistant,"June 04, 2024",Not specified,"June 04, 2024","McMan Youth, Family and Community Services Association - Edmonton and North",Edmonton (AB),"Salary: $63,564.80 to $70,022.79 annually",9308937742,https://ca.indeed.com/viewjob?jk=3f501866dcc995a5&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB","$ 63,564.8 to $ 70,022.79 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9308937742,Not specified
49,executive assistant,"May 29, 2024",2024-06-29,"May 29, 2024",Hexagon,Calgary (AB),Salary not available,1e764e423f0043129bb25e644e321b28,https://job-openings.monster.ca/executive-assistant-calgary-ab-ca-hexagon/b10a7f55-60f8-4056-bc29-7605bc8c41b6?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #1e764e423f0043129bb25e644e321b28,Not specified
50,executive assistant,"June 10, 2024",2024-06-14,"June 10, 2024",Saskatchewan Health Authority,Saskatoon (SK),Salary: Salary and benefits as per terms and conditions of employment,1356047,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1356047,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",and benefits as per terms and conditions of employment,Not specified,Starts as soon as possible,Not specified,SaskJobs #1356047,Not specified
51,executive assistant,"June 12, 2024",Not specified,"June 12, 2024",Reh-Fit Centre,Winnipeg (MB),Salary not available,9320085414,https://ca.indeed.com/viewjob?jk=a6e69f0ca6eaae06&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9320085414,Not specified
52,executive assistant,"May 31, 2024",Not specified,"May 31, 2024",Health Sciences Association of BC,New Westminster (BC),"Salary: $83,000.00 to $93,000.00 annually",9303290359,https://ca.indeed.com/viewjob?jk=ae79549f7b40a41c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","New Westminster , BC","$ 83,000 to $ 93,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9303290359,Not specified
53,executive assistant,"May 31, 2024",Not specified,"May 31, 2024",Gilic Investment,Vancouver (BC),"Salary: $48,000.00 to $58,000.00 annually",9303659276,https://ca.indeed.com/viewjob?jk=35d64ffd799d079c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 48,000 to $ 58,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9303659276,Not specified
54,executive assistant,"June 04, 2024",Not specified,"June 04, 2024",Horizon Health Network,Fredericton (NB),"Salary: $40,586.00 to $57,174.00 annually",9308864217,https://ca.indeed.com/viewjob?jk=7ea9e075fdb3646c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Fredericton , NB","$ 40,586 to $ 57,174 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9308864217,Not specified
55,executive assistant,"May 17, 2024",2024-06-17,"May 17, 2024",Vista Projects Limited,Calgary (AB),Salary not available,efiRHxfp9t,https://job-openings.monster.ca/executive-assistant-to-the-ceo-calgary-ab-ca-vista-projects-limited/bbae75b0-57ec-4332-9411-18f186ecd152?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #efiRHxfp9t,Not specified
56,executive assistant,"May 21, 2024",2024-06-19,"May 21, 2024",St. Mark's College,Vancouver (BC),"Salary: $64,428.85 annually",95514983,https://www.ziprecruiter.com/k/t/AAI2mQcWPIjWJ9MbNNEHe9UEEipZKqn3mYdZt_WUee6vwz1EOzxjgbD96vXpTBtNHVGZOnOj76vAwE-63dce93-VsFwFT2WndIwSIoE_ednY5KbVGr9xJHrevZhEl8ielnENq7SZyGGUDLwHa0SPaHsqTFycTimSkiMe9HFugNDkjJJEO4d9urIX63lFO5g-nSg296FKYTCDA3u9cCZmyk9Pzh_0r9-QSIR-RfChI59LFgPvv1mp8FEDpfe9v6aI5Y2crR2z84oztYbiURtf8kUCkoHihrZLx5Z9XhsjrvkdSXzQB86MnjUbu9k-ySLhMA,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 64,428.85 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,ZipRecruiter #95514983,Not specified
