,Job Title,Original Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
13,property manager,,"June 14, 2024",2024-07-13,"June 14, 2024",Paramount Properties,Ottawa (ON),"$77,662.52 annually",7a0949972,https://www.ziprecruiter.com/k/t/AALDp2cilI5vC7jDMwomo8pj2Kt8OA74N37l4MXuy9OiZsunsK0THCl7-90vxR4oqCUPcq4RqTC3pybDGLNNzKQKiY3P110b-joGAO1HxGCpC_CNTWk1PCRVwm0RVdzdGlUiFO97f--8-g9REZlROiSaGAqV_pVi3fsniDuoGeeZhON9Ui8DTRhHBJcVlRUEbMkc2xR3vGwfIjIICaJHhGJhMizTWh-z2532Wmuo3fiYuHHTgz2IpKQZEs2WCDlA73-HoiR1d02LnmZwk3hheIGSKU5w7lgk_MrpxWRzwi9sOe5dSxo,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Ottawa , ON","$ 77,662.52 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,ZipRecruiter #7a0949972,Not specified
14,property manager,,"June 22, 2024",Not specified,"June 22, 2024",Blauson Assets Management Ltd.,Scarborough (ON),"$55,000.00 to $70,000.00 annually",9334156840,https://ca.indeed.com/viewjob?jk=0136137b8a89b83c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Scarborough , ON","$ 55,000 to $ 70,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9334156840,Not specified
15,property manager,,"June 07, 2024",Not specified,"June 07, 2024",Niradia Group of Companies,Location,"$70,000.00 to $80,000.00 annually",9313973969,https://ca.indeed.com/viewjob?jk=4ee9aa4eeeaffaeb&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Metro Vancouver Regional District,"$ 70,000 to $ 80,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9313973969,Not specified
16,property manager,,"June 18, 2024",Not specified,"June 18, 2024",Nadlan-Harris Property Management Inc.,Ottawa (ON),Salary not available,9328125303,https://ca.indeed.com/viewjob?jk=533b65b9b66c42c7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Ottawa , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9328125303,Not specified
17,commercial property manager,,"June 18, 2024",Not specified,"June 18, 2024",Martello Group,Calgary (AB),"$80,000.00 annually",9328132480,https://ca.indeed.com/viewjob?jk=424581047139894b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB","$ 80,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9328132480,Not specified
18,property manager,Title posted on Monster -Property Manager in Training - Lakeview Ridge Apartments,"June 12, 2024",2024-07-13,"June 12, 2024",Broadstreet Properties LTD,West Kelowna (BC),Salary not available,YrHd49A80p,https://job-openings.monster.ca/property-manager-in-training-lakeview-ridge-apartments-west-kelowna-bc-ca-broadstreet-properties-ltd/ea09f2bc-63e4-4662-8019-7c8ccafdddf7?mescoid=1100052001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","West Kelowna , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #YrHd49A80p,Not specified
19,property manager,Title posted on Monster -Property Manager in Training - Bishop Heights Apartments,"June 12, 2024",2024-07-13,"June 12, 2024",Broadstreet Properties LTD,Winnipeg (MB),Salary not available,E9SzXoHWn5,https://job-openings.monster.ca/property-manager-in-training-bishop-heights-apartments-winnipeg-mb-ca-broadstreet-properties-ltd/794ef598-25e2-4f30-8c4f-10d24b3cabb8?mescoid=1100052001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #E9SzXoHWn5,Not specified
20,assistant property manager,Title posted on indeed.com -Assistant to Property Manager,"June 24, 2024",Not specified,"June 24, 2024",Aoife ONeill personal real estate corporation,Kelowna (BC),$20.06 to $27.15 hourly,9336094099,https://ca.indeed.com/viewjob?jk=e46b28548dd84c1f&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kelowna , BC",$ 20.06 to $ 27.15 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9336094099,Not specified
21,property manager,,"June 12, 2024",2024-07-10,"June 12, 2024",Meridian Development Corp,Saskatoon (SK),Salary: TBD,1358683,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1358683,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",TBD,Not specified,Starts as soon as possible,Not specified,SaskJobs #1358683,Not specified
22,property manager,,"June 19, 2024",Not specified,"June 19, 2024",Firm Capital Corporation,Edmonton (AB),Salary not available,9329679531,https://ca.indeed.com/viewjob?jk=7e69679ddb23a05e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9329679531,Not specified
23,property manager,,"June 05, 2024",Not specified,"June 05, 2024",CG PROPERTIES,Kingston (ON),$17.00 to $25.00 hourly,9310298676,https://ca.indeed.com/viewjob?jk=e7aba760b6d27639&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kingston , ON",$ 17.00 to $ 25.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9310298676,Not specified
