,Job Title,Original Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
10,paralegal,,"June 18, 2024",Not specified,"June 18, 2024",PUSHOR MITCHELL LLP,Kelowna (BC),"Salary: $55,000.00 to $65,000.00 annually",9328600376,https://ca.indeed.com/viewjob?jk=4004beab3a7b8816&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kelowna , BC","$ 55,000 to $ 65,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9328600376,Not specified
11,paralegal,,"June 19, 2024",Not specified,"June 19, 2024",FDR Ltd Group of Companies,Richmond Hill (ON),Salary not available,9329562663,https://ca.indeed.com/viewjob?jk=eb82949fe061785a&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Richmond Hill , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9329562663,Not specified
12,paralegal,Title posted on indeed.com -Licensed Paralegal,"June 12, 2024",Not specified,"June 12, 2024",Chagpar & Associates,Toronto (ON),"Salary: $35,704.00 to $65,482.00 annually",9320180817,https://ca.indeed.com/viewjob?jk=a2897f179ba2ea95&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON","$ 35,704 to $ 65,482 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9320180817,Not specified
13,paralegal,,"May 28, 2024",Not specified,"May 28, 2024",Sultan Lawyers PC,Toronto (ON),Salary not available,9297592434,https://ca.indeed.com/viewjob?jk=2fb4b1d40c7d35e1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9297592434,Not specified
14,paralegal,Title posted on Monster -Commercial Real Estate Paralegal,"June 21, 2024",2024-07-21,"June 21, 2024",Forge Recruitment,Vancouver (BC),Salary not available,24-00410-1570-1,https://job-openings.monster.ca/commercial-real-estate-paralegal-vancouver-bc-ca-forge-recruitment/01880b0d-5eee-4eea-bedf-93cb0b126c01?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #24-00410-1570-1,Not specified
15,paralegal,"Title posted on Monster -Paralegal, Legal Affairs","June 20, 2024",2024-07-21,"June 20, 2024",Canadian National Railway Company,Montréal (QC),Salary not available,12697,https://job-openings.monster.ca/paralegal-legal-affairs-montreal-qc-ca-canadian-national-railway-company/5f5c9338-5a8b-4fd2-ba16-2593d05fbbee?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #12697,Not specified
16,paralegal,Title posted on Monster -Corporate Paralegal,"June 22, 2024",2024-07-22,"June 22, 2024",Forge Recruitment,Vancouver (BC),Salary not available,24-00369-1570-1,https://job-openings.monster.ca/corporate-paralegal-vancouver-bc-ca-forge-recruitment/31f7e580-9f4e-4f25-8df1-48271abfe09b?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #24-00369-1570-1,Not specified
17,paralegal,Title posted on Monster -Real Properties Paralegal,"June 13, 2024",2024-07-14,"June 13, 2024",Forge Recruitment,Vancouver (BC),Salary not available,24-00304-1570-1,https://job-openings.monster.ca/real-properties-paralegal-vancouver-bc-ca-forge-recruitment/0fb607db-737d-4eb4-94bf-bd47931a69f6?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #24-00304-1570-1,Not specified
18,property paralegal,Title posted on CareerBeacon -Property Paralegal and Property Legal Assistant,"June 07, 2024",2024-07-07,"June 07, 2024",Burchell Wickwire Bryson LLP,Halifax (NS),Salary not available,MB2406072181,https://www.careerbeacon.com/en/job/2072181/burchell-wickwire-bryson-llp/property-paralegal-and-property-legal-assistant/halifax?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Halifax , NS",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #MB2406072181,Not specified
19,paralegal,Title posted on Monster -Residential Real Estate Paralegal,"June 22, 2024",2024-07-22,"June 22, 2024",Aplin,Edmonton (AB),Salary not available,53398056,https://job-openings.monster.ca/residential-real-estate-paralegal-edmonton-ab-ca-aplin/acb36c70-578b-4e4c-b6e1-d8e854332e02?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #53398056,Not specified
20,paralegal,"Title posted on Monster -Paralegal, Corporate Services","June 13, 2024",2024-07-14,"June 13, 2024",Forge Recruitment,Vancouver (BC),Salary not available,24-00386-1570-1,https://job-openings.monster.ca/paralegal-corporate-services-vancouver-bc-ca-forge-recruitment/a49e5911-132c-40b3-8ba9-3de74537cba8?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #24-00386-1570-1,Not specified
21,paralegal,,"June 07, 2024",Not specified,"June 07, 2024",MacGillivray Injury & Insurance Law,St. John's (NL),Salary not available,9313762702,https://ca.indeed.com/viewjob?jk=68b39f0ad43ac8c1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","St. John's , NL",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9313762702,Not specified
22,paralegal,,"June 07, 2024",Not specified,"June 07, 2024",MacGillivray Injury & Insurance Law,Halifax (NS),Salary not available,9313640918,https://ca.indeed.com/viewjob?jk=fd9ccbb6359c01c7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Halifax , NS",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9313640918,Not specified
23,paralegal,Title posted on Monster -Litigation Paralegal,"June 13, 2024",2024-07-14,"June 13, 2024",Forge Recruitment,Vancouver (BC),Salary not available,24-00346-1570-1,https://job-openings.monster.ca/litigation-paralegal-vancouver-bc-ca-forge-recruitment/61070187-b787-438d-9c28-889376c05524?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #24-00346-1570-1,Not specified
24,paralegal,Title posted on Monster -Family Law Paralegal,"June 20, 2024",2024-07-20,"June 20, 2024",Forge Recruitment,Vancouver (BC),Salary not available,24-00403-1570-1,https://job-openings.monster.ca/family-law-paralegal-vancouver-bc-ca-forge-recruitment/6d2c8605-fb45-4c32-b70e-d50b65dbb2c3?mescoid=2300332001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #24-00403-1570-1,Not specified
