,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
10,office clerk,Title posted on CivicJobs.ca -Clerk 2,"June 11, 2024",2024-06-20,,,"June 11, 2024",City of Burnaby,Burnaby (BC),"Salary: $4,748.00 monthly",95329,https://www.civicjobs.ca/jobs?id=95329,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burnaby , BC","$ 4,748 MONTH monthly",Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95329,Not specified
11,office clerk,Title posted on CivicJobs.ca -Economic Development Clerk,"June 07, 2024",2024-07-07,,,"June 07, 2024",Malahat First Nation,Malahat (BC),"Salary: $41,752.89 annually",95257,https://www.civicjobs.ca/jobs?id=95257,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Malahat , BC","$ 41,752.89 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95257,Not specified
12,office clerk,Title posted on CivicJobs.ca -Administrative Clerk,"June 07, 2024",2024-07-07,,,"June 07, 2024",Malahat First Nation,Malahat (BC),"Salary: $41,752.89 annually",95235,https://www.civicjobs.ca/jobs?id=95235,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Malahat , BC","$ 41,752.89 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95235,Not specified
13,office clerk,,"June 03, 2024",Not specified,,,"June 03, 2024",P0M 1L0 CHELMSFORD,Chelmsford (ON),Salary not available,9306879325,https://ca.indeed.com/viewjob?jk=c4513a33ab4be08e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Chelmsford , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9306879325,Not specified
14,general office clerk,Title posted on CareerBeacon -Clerk II,"May 28, 2024",2024-06-27,,,"May 28, 2024",NL Health Services,Gander (NL),Salary not available,1917118,https://www.careerbeacon.com/en/job/1917118/nl-health-services/clerk-ii/gander?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Gander , NL",Not available,Term or contract,Starts as soon as possible,1 vacancy,CareerBeacon #1917118,Not specified
15,office clerk,Title posted on Jobillico -Casual Office Clerks,"June 01, 2024",2024-06-30,,,"June 01, 2024",Sturgeon Public Schools,Morinville (AB),Salary not available,13728147,https://www.jobillico.com/en/job-offer/sturgeon-public-schools/casual-office-clerks/13728147?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Morinville , AB",Not available,Casual employment,Starts as soon as possible,1 vacancy,Jobillico #13728147,Not specified
16,general office clerk,Title posted on CareerBeacon -Clerk II,"May 27, 2024",2024-06-26,,,"May 27, 2024",NL Health Services,Gander (NL),Salary not available,1950688,https://www.careerbeacon.com/en/job/1950688/nl-health-services/clerk-ii/gander?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Gander , NL",Not available,Term or contract,Starts as soon as possible,1 vacancy,CareerBeacon #1950688,Not specified
17,office clerk,Title posted on CareerBeacon -Clerk III,"May 24, 2024",2024-06-23,,,"May 24, 2024",NL Health Services,Stephenville Crossing (NL),Salary: $29.09 hourly,1970625,https://www.careerbeacon.com/en/job/1970625/nl-health-services/clerk-iii/stephenville-crossing?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Stephenville Crossing , NL",$ 29.09 HOUR hourly,Term or contract,Starts as soon as possible,1 vacancy,CareerBeacon #1970625,Not specified
18,office clerk,,"June 03, 2024",Not specified,,,"June 03, 2024",Dimpflmeier Bakery Ltd,Etobicoke (ON),Salary not available,9306988879,https://ca.indeed.com/viewjob?jk=adedd8b1f977d946&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Etobicoke , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9306988879,Not specified
19,general office clerk,Title posted on CareerBeacon -Clerk II,"May 23, 2024",2024-06-22,,,"May 23, 2024",NL Health Services,Gander (NL),Salary not available,1928357,https://www.careerbeacon.com/en/job/1928357/nl-health-services/clerk-ii/gander?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Gander , NL",Not available,Term or contract,Starts as soon as possible,1 vacancy,CareerBeacon #1928357,Not specified
20,office clerk,,"May 31, 2024",2024-06-30,,,"May 31, 2024",Heartland Livestock Services,Swift Current (SK),Salary not available,1356181,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1356181,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Swift Current , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1356181,Not specified
21,office clerk,,"June 05, 2024",Not specified,,,"June 05, 2024",YK Freightways Limited,Slave Lake (AB),Salary: $17.00 hourly,9310968329,https://ca.indeed.com/viewjob?jk=466e580f92837d45&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Slave Lake , AB",$ 17.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9310968329,Not specified
22,office clerk,,"May 16, 2024",2024-06-15,Job Bank,This job posting is advertised by a recruitment agency on behalf of the employer.,"May 16, 2024",Marjolaine Dion C.O. et RH,Victoriaville (QC),Salary: $20.00 to $23.00 hourly (to be negotiated),2921545,,"{'Language Requirement': 'French', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': ['Group insurance benefits', 'Free parking available', 'Other benefits']}","Victoriaville , QC",$ 20.00 to $ 23.00 HOUR hourly (To be negotiated) / 26 hours per week,Permanent employment Part time,Starts as soon as possible,1 vacancy,Job Bank #2921545,Permanent placement opportunity
23,office clerk,,"May 24, 2024",Not specified,,,"May 24, 2024",Nutra Strategic Solutions Inc.,Saint-Laurent (QC),"Salary: $35,000.00 annually",9293264810,https://ca.indeed.com/viewjob?jk=568cd0146979e718&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Laurent , QC","$ 35,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9293264810,Not specified
24,office clerk,Title posted on Québec emploi -Agent Agente de bureau (ÉTUDIANT),"June 12, 2024",2024-06-17,,,"June 12, 2024",Ministère de la Sécurité publique,Québec (QC),Salary: $18.65 hourly,447822,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=447822,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",$ 18.65 HOUR hourly / 14 hours per week,Casual employment Part time leading to full time,Starts as soon as 2024-07-17,1 vacancy,Québec emploi #447822,Not specified
25,office clerk,Title posted on Québec emploi -Agente ou agent de bureau en gestion documentaire et soutien administratif,"June 11, 2024",2024-06-25,,,"June 11, 2024",MINISTERE DE LA SANTE ET DES SERVICES SOCIAUX,Québec (QC),Salary: $18.65 hourly,447546,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=447546,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",$ 18.65 HOUR hourly / 35 hours per week,Casual employment Full time,Starts as soon as 2024-08-02,1 vacancy,Québec emploi #447546,Not specified
26,office clerk,,"June 10, 2024",2024-06-23,,,"June 10, 2024",INTER PROPANE INC.,Mascouche (QC),Salary: $18.00 weekly,406170,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=406170,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mascouche , QC",$ 18 WEEKLY weekly / 30 hours per week,Permanent employment Full time,Starts as soon as 2023-11-16,1 vacancy,Québec emploi #406170,Not specified
27,office clerk,Title posted on Québec emploi -Agente ou agent de bureau (poste étudiant),"June 05, 2024",2024-06-16,,,"June 05, 2024",REGIE DU BATIMENT DU QUEBEC,Québec (QC),Salary: $18.65 hourly,446714,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446714,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",$ 18.65 HOUR hourly / 14 hours per week,Casual employment Part time,Starts as soon as 2024-08-08,1 vacancy,Québec emploi #446714,Not specified
28,office clerk,Title posted on indeed.com -Commis de bureau - contrat 3 mois,"June 06, 2024",Not specified,,,"June 06, 2024",Soudure JSJ,Blainville (QC),Salary: $17.00 to $19.00 hourly,9312565215,https://ca.indeed.com/viewjob?jk=285bfd7c0f8381f7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Blainville , QC",$ 17.00 to $ 19.00 HOUR hourly,Term or contract Full time,Starts as soon as possible,1 vacancy,indeed.com #9312565215,Not specified
29,office clerk,Title posted on indeed.com -Commis de bureau - 303,"June 10, 2024",Not specified,,,"June 10, 2024",Brunet Carrefour Charlesbourg,Location,Salary: $16.40 hourly,9316928406,https://ca.indeed.com/viewjob?jk=20b106a5cd94a2b8&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Quebec City,$ 16.40 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9316928406,Not specified
30,office clerk,Title posted on indeed.com -COMMIS DE BUREAU (H F),"June 07, 2024",Not specified,,,"June 07, 2024",Transport Bourassa,Saint-Jean-sur-Richelieu (QC),Salary: $19.00 to $23.00 hourly,9314364063,https://ca.indeed.com/viewjob?jk=68b4f8299e476d2e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Jean-sur-Richelieu , QC",$ 19.00 to $ 23.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9314364063,Not specified
31,office administration clerk,Title posted on Jobillico -Office Administration – Accounting Required,"May 31, 2024",2024-06-29,,,"May 31, 2024",School District #39 (Vancouver),Vancouver (BC),Salary not available,13708935,https://www.jobillico.com/en/job-offer/school-district-39-vancouver/office-administration-ndash-accounting-required/13708935?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Term or contract,Starts as soon as possible,1 vacancy,Jobillico #13708935,Not specified
32,office clerk,Title posted on Jobillico -Commis de bureau (2 jours télétravail 3 jours en présentiel),"June 07, 2024",2024-07-06,,,"June 07, 2024",Espaces Lokalia,Beloeil (QC),Salary not available,13965699,https://www.jobillico.com/en/job-offer/espaces-lokalia/commis-de-bureau-2-jours-teletravail-3-jours-en-presentiel-/13965699?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Beloeil , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13965699,Not specified
33,office administration clerk,,"June 07, 2024",Not specified,,,"June 07, 2024",Keyin College - Central,Gander (NL),Salary: $16.00 to $20.00 hourly,9313577607,https://ca.indeed.com/viewjob?jk=0663584a0e162d2a&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Gander , NL",$ 16.00 to $ 20.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9313577607,Not specified
34,office clerk,Title posted on JobsMedia.ca -Agent.e de bureau (service des ventes) (CL),"May 29, 2024",2024-06-28,,,"May 29, 2024",TOTEM recruteur de talent,Montréal (QC),Salary not available,104143,https://emploisadmin.com/fr/offre/agente-de-bureau-service-des-ventes-cl/104143?utm_campaign=jobbank_jobs_apply&utm_source=jobbank_jobs_apply&utm_medium=organic,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as 2024-06-29,1 vacancy,JobsMedia.ca #104143,Not specified
35,office clerk,,"June 12, 2024",2024-06-19,,,"June 12, 2024",USINAGE INDUSTRIEL RLS INC.,Laval (QC),Salary: $23.00 hourly,447679,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=447679,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",$ 23.00 HOUR hourly / 40 hours per week,Term or contract Full time,Starts as soon as 2024-07-25,1 vacancy,Québec emploi #447679,Not specified
36,office clerk,,"June 10, 2024",2024-06-30,,,"June 10, 2024",R.D.L. MARTIN INC.,East Angus (QC),Salary: $21.00 hourly,447423,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=447423,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","East Angus , QC",$ 21.00 HOUR hourly / 21 hours per week,Permanent employment Part time,Starts as soon as 2024-07-17,1 vacancy,Québec emploi #447423,Not specified
37,office clerk,,"May 31, 2024",2024-07-13,,,"May 31, 2024",2737-1822 QUEBEC INC,Québec (QC),Salary: $17.51 hourly,446046,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446046,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",$ 17.51 HOUR hourly / 35 hours per week,Permanent employment Full time,Starts as soon as 2024-07-10,1 vacancy,Québec emploi #446046,Not specified
38,office clerk,,"June 11, 2024",Not specified,,,"June 11, 2024","La Clef du Sommeil inc,",Saint-Alphonse-de-Granby (QC),Salary: $20.00 hourly,9318308073,https://ca.indeed.com/viewjob?jk=a00813a5c7456238&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Alphonse-de-Granby , QC",$ 20.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9318308073,Not specified
39,office clerk,,"June 10, 2024",Not specified,,,"June 10, 2024",Pharmacie Jean Coutu Jean-Michel Dubeau (PJC 558),Laval (QC),Salary: $17.88 hourly,9316899804,https://ca.indeed.com/viewjob?jk=e0613cb5c095ca1b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",$ 17.88 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9316899804,Not specified
40,office clerk,,"June 06, 2024",2024-07-05,,,"June 06, 2024",Déménagement Longueuil,Longueuil (QC),Salary: $19.00 to $24.00 hourly,13749828,https://www.jobillico.com/en/job-offer/demenagement-longueuil/commis-de-bureau/13749828?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Longueuil , QC",$ 19.00 to $ 24.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,2,Jobillico #13749828,Not specified
41,office clerk,,"June 04, 2024",Not specified,,,"June 04, 2024","La Clef du Sommeil inc,",Saint-Alphonse-de-Granby (QC),Salary: $20.00 hourly,9308458539,https://ca.indeed.com/viewjob?jk=fe90f5bcd2ba1d97&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Alphonse-de-Granby , QC",$ 20.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9308458539,Not specified
42,office clerk,,"June 10, 2024",Not specified,,,"June 10, 2024",Imotion,Saint-Laurent (QC),"Salary: $40,000.00 annually",9317280818,https://ca.indeed.com/viewjob?jk=7b685b5280b91568&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Laurent , QC","$ 40,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9317280818,Not specified
43,office clerk,,"June 05, 2024",Not specified,,,"June 05, 2024",Les Bois Laurentien inc.,Saint-Laurent (QC),Salary: $25.00 hourly,9310043213,https://ca.indeed.com/viewjob?jk=6a7fb11fafd6a2d4&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Laurent , QC",$ 25.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9310043213,Not specified
44,office clerk,,"June 10, 2024",Not specified,,,"June 10, 2024",IGA Extra Kirkland,Kirkland (QC),Salary: $18.00 to $25.00 hourly,9316918942,https://ca.indeed.com/viewjob?jk=b08242baefc291c4&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kirkland , QC",$ 18.00 to $ 25.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9316918942,Not specified
45,office clerk,,"June 03, 2024",Not specified,,,"June 03, 2024",Alpe Électrique,Gatineau (QC),Salary: $20.00 hourly,9306890563,https://ca.indeed.com/viewjob?jk=de50791c153019d3&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Gatineau , QC",$ 20.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9306890563,Not specified
46,office clerk,,"May 31, 2024",2024-06-29,,,"May 31, 2024",Ville de Trois-Rivières,Trois-Rivières (QC),"Salary: $40,558.00 to $51,706.00 annually",13913541,https://www.jobillico.com/en/job-offer/ville-de-trois-rivieres.nSldIl/commis-de-bureau/13913541?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Trois-Rivières , QC","$ 40,558 to $ 51,706 YEAR annually",Permanent employment Full time,Starts as soon as possible,3,Jobillico #13913541,Not specified
47,office clerk,,"June 05, 2024",Not specified,,,"June 05, 2024",Sommet socio-économique pour le développement des jeunes des communautés noires,Montréal (QC),"Salary: $38,000.00 to $40,000.00 annually",9310242572,https://ca.indeed.com/viewjob?jk=02918a01b9ef58b3&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC","$ 38,000 to $ 40,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9310242572,Not specified
48,office clerk,,"May 24, 2024",2024-06-20,,,"May 24, 2024",SERVICES D'ENQUETES OLIGNY ET THIBODEAU INC.,Saint-Jean-sur-Richelieu (QC),Salary: $19.00 hourly,444900,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=444900,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Jean-sur-Richelieu , QC",$ 19.00 HOUR hourly / 35 hours per week,Permanent employment Full time,Starts as soon as 2024-07-10,1 vacancy,Québec emploi #444900,Not specified
49,General office support workers,Title posted on CareerBeacon -Clerk IV,"May 29, 2024",2024-06-28,,,"May 29, 2024",NL Health Services,St. John's (NL),Salary: $25.48 hourly,2063944,https://www.careerbeacon.com/en/job/2063944/nl-health-services/clerk-iv/st-john-s?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","St. John's , NL",$ 25.48 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2063944,Not specified
50,office clerk,,"June 04, 2024",2024-07-03,,,"June 04, 2024",Constructions HDF inc.,Cap-Saint-Ignace (QC),Salary not available,13062072,https://www.jobillico.com/en/job-offer/constructions-hdf-inc/commis-de-bureau/13062072?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cap-Saint-Ignace , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13062072,Not specified
51,office clerk,,"June 07, 2024",2024-07-06,,,"June 07, 2024",Biscuits Leclerc Ltée,Saint-Augustin-de-Desmaures (QC),Salary not available,13551468,https://www.jobillico.com/en/job-offer/biscuits-leclerc-ltee/commis-de-bureau/13551468?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Augustin-de-Desmaures , QC",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13551468,Not specified
52,office clerk,,"May 30, 2024",Not specified,,,"May 30, 2024",LES ALIMENTS JOHNVINCE INC.,Boucherville (QC),Salary not available,9300835359,https://ca.indeed.com/viewjob?jk=498b8a7013840f0b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Boucherville , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9300835359,Not specified
53,office clerk,,"June 05, 2024",Not specified,,,"June 05, 2024",Les Industries Pantorama Inc.,Dollard-des-Ormeaux (QC),Salary not available,9310697198,https://ca.indeed.com/viewjob?jk=13d2787a8a7e1e64&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dollard-des-Ormeaux , QC",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9310697198,Not specified
54,office administration clerk,Title posted on Québec emploi -commis administratif commis de bureau,"June 01, 2024",2024-06-15,,,"June 01, 2024",LES ALIMENTS PANDA INC.,Montréal (QC),Salary: $18.00 hourly,446051,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446051,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",$ 18.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as 2024-07-10,1 vacancy,Québec emploi #446051,Not specified
55,office clerk,,"May 15, 2024",Not specified,,,"May 15, 2024",Location Serca,L'Île-Perrot (QC),Salary: $19.00 to $21.00 hourly,9280610191,https://ca.indeed.com/viewjob?jk=6663b231e87a3e74&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","L'Île-Perrot , QC",$ 19.00 to $ 21.00 HOUR hourly,Term or contract Full time,Starts as soon as possible,1 vacancy,indeed.com #9280610191,Not specified
